case,spectrum,bin_center_ell,planck_data_bin,model_bin,model_minus_planck,sigma,io_minus_planck_sigma
io_backbone_control,TT,2005.0,0.0003750609415997751,0.00039291357983488345,1.7852638235108323e-05,1.918901647165411e-05,0.9303571270304616
io_backbone_control,TT,2030.0,0.0003565802739438368,0.00037606030059722273,1.948002665338593e-05,1.735926271354377e-05,1.1221690099883983
io_backbone_control,TT,2063.0,0.0003190950262994156,0.00034614278388978736,2.704775759037177e-05,1.750329645438104e-05,1.5452950626110071
io_backbone_control,TT,2096.0,0.0002929206309943984,0.00030831725598575013,1.5396624991351735e-05,1.756803858836187e-05,0.8763997707491028
io_backbone_control,TT,2129.0,0.0002772396127683751,0.00026740888932125055,-9.830723447124532e-06,1.768737119881926e-05,-0.5558046663136008
io_backbone_control,TT,2162.0,0.0002267475370739703,0.00022931494204639678,2.5674049724264743e-06,1.781653580669356e-05,0.14410236649157782
io_backbone_control,TT,2195.0,0.0001826789523911429,0.00019830787274921233,1.562892035806944e-05,1.795223613964979e-05,0.8705834881232978
io_backbone_control,TT,2228.0,0.0001634916677911824,0.00017570411965425737,1.2212451863074977e-05,1.818445347403707e-05,0.6715875118551875
io_backbone_control,TT,2261.0,0.0001453406165349734,0.0001601850431163512,1.4844426581377802e-05,1.84660523446418e-05,0.803876557064192
io_backbone_control,TT,2294.0,0.0001414351508914842,0.00014907473203188014,7.639581140395937e-06,1.87658556295902e-05,0.4071000699989274
io_backbone_control,TT,2327.0,0.0001338547118126153,0.00013965636062302847,5.8016488104131855e-06,1.910861331887018e-05,0.303614328972994
io_backbone_control,TT,2360.0,0.0001296774708503872,0.00012998115728546695,3.0368643507975765e-07,1.952868111447443e-05,0.01555079082399829
io_backbone_control,TT,2393.0,0.0001391985223590455,0.00011917178038280272,-2.0026741976242776e-05,1.996457668029909e-05,-1.0031137798180831
io_backbone_control,TT,2426.0,9.604956851318457e-05,0.00010744041269797131,1.1390844184786742e-05,2.050935897598835e-05,0.555397377271652
