ell,Dl_TT_io_backbone_control,Dl_TE_io_backbone_control,Dl_EE_io_backbone_control,Dl_TT_io_conditional_structured,Dl_TE_io_conditional_structured,Dl_EE_io_conditional_structured,Dl_TT_lcdm_planck_reference,Dl_TE_lcdm_planck_reference,Dl_EE_lcdm_planck_reference
290,4699.560779202672,118.05350328005073,6.832545139848653,4628.33602649135,117.7387493603933,7.202129700359105,4424.927747411186,112.92491764173636,7.3116401129733415
291,4662.4645099683285,118.83580576527154,6.986769832868587,4592.399384622072,118.54220977635079,7.366532907534185,4392.409893530281,113.6280901788141,7.475248916753287
292,4625.187974451957,119.58316529896211,7.142388954682272,4556.282540629159,119.31025762157631,7.532500959023569,4359.7221526818785,114.29733826173411,7.640371040103562
293,4587.743893263875,120.29517840562154,7.299355758117787,4519.997958599317,120.04246786122067,7.699985940729996,4326.876679783673,114.93218622246955,7.8069615232064
294,4550.1451890382805,120.97144635094979,7.457622114004855,4483.558303267291,120.73841989740394,7.8689384860943585,4293.885834182816,115.53216051462748,7.9749740512422935
295,4512.404987359472,121.61157522665434,7.617138499709058,4446.976440955354,121.39769765236869,8.039307763963029,4260.762180688557,116.096789773903,8.144360943125179
296,4474.536617688068,122.2151760352568,7.777853987666058,4410.265440512797,122.0198896516334,8.211041466455162,4227.518490604895,116.6256048785336,8.315073140237658
297,4436.553614287211,122.78186477489952,7.939716233915805,4373.438574255418,122.6045891071456,8.384085796830021,4194.166966502172,117.11818698312102,8.48706151471028
298,4398.469717148789,123.31126252415218,8.102671466636764,4336.509318905012,123.15139400043519,8.558385457354287,4160.716872647867,117.57431408361234,8.66028088787556
299,4360.2988729196495,123.80299552681856,8.266664474680125,4299.491356528862,123.65990716576782,8.733883637169372,4127.176791165829,117.99382170966274,8.834686185577466
300,4322.055235827809,124.25669527674286,8.431638596104012,4262.398575479222,124.12973637329797,8.91052200015873,4093.5553878753994,118.37655571962057,9.010231126833803
301,4283.753168608672,124.6719986026167,8.597535706707713,4225.245071332814,124.56049441222243,9.08824067281519,4059.861412271556,118.72237242602537,9.186868214360489
302,4245.407243431248,125.04854775278535,8.76429620856589,4188.045147830313,124.95179917393347,9.266978232108242,4026.103697505064,119.03113872110659,9.36454872509586
303,4207.0312738178845,125.38603305163066,8.931861429396312,4150.8123651134665,125.30331864207731,9.446674004494328,3992.2911603626358,119.302732202282,9.543222700724954
304,4168.635357382431,125.68432294710945,9.100180970899435,4113.556632249759,125.6149080677449,9.627275109253574,3958.4328012470796,119.53704129765636,9.722838938203802
305,4130.228693662623,125.94334033979646,9.269205688988624,4076.286977681994,125.88647950804872,9.808729727854072,3924.5377041574498,119.7339653915197,9.903344980283718
306,4091.8205400613438,126.16302071080378,9.438885306300751,4039.0124891141368,126.1179576507794,9.990984814046737,3890.615036669205,119.89341494984593,10.084687106035597
307,4053.4202115104504,126.34331226204786,9.609168403871136,4001.7423132096587,126.30927995606174,10.173986084743465,3856.6740499143552,120.0153116457913,10.266810321374193
308,4015.0370801346003,126.48417605651693,9.780002412808518,3964.4856552898805,126.46039679801112,10.357678010895324,3822.724078561616,120.09958848519281,10.449658349582412
309,3976.68057491509,126.58558615853823,9.95133360597001,3927.2517790323227,126.57127160638989,10.54200380837075,3788.7745407965626,120.14618993206687,10.633173621835613
310,3938.360181353675,126.64752977404513,10.12310708963605,3890.050006169046,126.64188100826333,10.726905428833707,3754.834938301783,120.15507203410779,10.817297267725895
311,3900.085441136405,126.67000739084449,10.295266795185368,3852.8897161849955,126.67221496965631,10.912323550621888,3720.9148562370237,120.12620254818597,11.00196910578637
312,3861.865951797453,126.65303291888391,10.467755470769937,3815.78034601635,126.66227693720937,11.098197569624896,3687.0239632193507,120.05956106584682,11.187127634015482
313,3823.711366382943,126.59663383051885,10.640514672989937,3778.731389748864,126.6120839798349,11.284465590162412,3653.1720113032993,119.95513913880893,11.37271002040127
314,3785.6313931147834,126.50085130078008,10.813484758568707,3741.7523983162137,126.52166693037373,11.471064415862411,3619.3688359610255,119.81294040446278,11.558652093445682
315,3747.6357950544907,126.36574034764077,10.986604876027705,3704.852979198341,126.39107052725112,11.657929540539307,3585.6243560624544,119.63298071136903,11.744888332688848
316,3709.7343897670235,126.19136997228362,11.15981295736147,3668.042796119798,126.2203535561331,11.844995139072159,3551.9485738554426,119.4152882447572,11.931351859233384
317,3671.937048984614,125.97782329936855,11.333045709712573,3631.3315687480986,126.00958899158306,12.032194058282858,3518.351574945924,119.15990365202403,12.117974426268672
318,3634.2536982705938,125.72519771729941,11.506238607046583,3594.729072392052,125.75886413871748,12.219457807814294,3484.8435282780624,118.86688016823204,12.30468640959515
319,3596.694316683222,125.43360501849155,11.679325881827014,3558.2451377001153,125.46828077486262,12.406716551008547,3451.4346861144036,118.53628374160799,12.491416798148613
320,3559.268936439523,125.10317153963904,11.85224051669029,3521.889650358741,125.13795529121084,12.59389909578508,3418.1353840160323,118.16819315904141,12.678093184524496
321,3521.987642579106,124.73403830198173,12.024914236120713,3485.672550790712,124.76801883447649,12.780932885518903,3384.956040822722,117.76270017158309,12.864641755502165
322,3484.860572628003,124.32636115157274,12.197277498125398,3449.603833853498,124.35861744855264,12.967743989918775,3351.907158633084,117.31990961994356,13.050987282569205
323,3447.8979162624923,123.88031089954555,12.369259485909247,3413.693548537591,123.90991221616702,13.154257095905372,3318.999322784727,116.83993955999142,13.23705311244572
324,3411.109914972934,123.39607346238128,12.540788099549903,3377.9517976648576,123.42207940053852,13.340395498489483,3286.243201834403,116.3229213882523,13.422761157608617
325,3374.506861727594,122.87385000217597,12.711789947672708,3342.388737586879,122.89531058703335,13.52608109165019,3253.6495475381626,115.76899996740674,13.608031886815889
326,3338.0991006364775,122.31385706690767,12.88219033912566,3307.014577883299,122.32981282482145,13.711234359213039,3221.2291948315096,115.17833375178914,13.792784315630914
327,3301.8970266151578,121.71632673070398,13.05191327465438,3271.8395810601664,121.7258087685326,13.895774365728245,3188.993061809549,114.55109491288607,13.976935996946763
328,3265.911085048605,121.08150673410907,13.220881438577047,3236.8740622482837,121.08353681991278,14.079618747348858,3156.952149707144,113.88746946483484,14.160403011510445
329,3230.1517714550164,120.40966062435088,13.389016190459385,3202.128388901548,120.40325126948059,14.262683702708962,3125.1175428790643,113.18765738992184,14.34309995844724
330,3194.6296311496467,119.70106789560859,13.556237556789592,3167.612980495298,119.68522243818322,14.44488398380183,3093.5004087801417,112.45187276408119,14.524939945784972
331,3159.355258908636,118.95602412927971,13.722464222653326,3133.33830822466,118.92973681905305,14.626132886858137,3062.111997945422,111.68034388239327,14.705834580978307
332,3124.339298632843,118.1748411342473,13.887613523408648,3099.314894702892,118.13709721886381,14.806342243224151,3030.962775639382,110.87331575210746,14.885700448439502
333,3089.59244301167,117.35784708714729,14.051601436360972,3065.553313659727,117.30762289978674,14.985422410239863,3000.059774996008,110.03105743481187,15.064478873709016
334,3055.1254331868954,116.50538667263575,14.214342572438042,3032.06418963972,116.44164972104709,15.163282262117233,2969.4091283348903,109.15385527018536,15.242117003225731
335,3020.9490584165023,115.61782122365605,14.375750167864869,2998.858197700593,115.5395302805802,15.339829180818327,2939.0169241151134,108.24201066493735,15.41856139269061
336,2987.0741557385104,114.69552886170615,14.53573607583872,2965.94606311158,114.60163405668796,15.51496904693354,2908.8892059729014,107.295840220876,15.593758004632091
337,2953.5116096348033,113.73890463710586,14.694210758204033,2933.3385610517703,113.628347549695,15.68860623055974,2879.0319717592643,106.31567586297656,15.767652205971554
338,2920.271508087794,112.74834958717045,14.851090905243904,2901.045674965155,112.62006512873135,15.86065155008266,2849.4511725776442,105.30186496744949,15.940188765588731
339,2887.3605714886885,111.72423710560099,15.006322672798756,2869.0740324021635,111.57716084877411,16.03104654394653,2820.1527118215618,104.25477048980882,16.11131185188715
340,2854.7846128406263,110.66694540576633,15.159859425101775,2837.429358654331,110.50001570255435,16.199740221637867,2791.1424442122607,103.17477109294032,16.280965030359567
341,2822.5493702068334,109.57686860088921,15.311654196200333,2806.1173070021464,109.38902693784081,16.366681188881618,2762.4261748363583,102.06226127516997,16.449091261153423
342,2790.6605054909533,108.45441683270731,15.461659689619745,2775.1434575322724,108.24460818936188,16.531817646864052,2734.009658183488,100.91765149833189,16.615632896636235
343,2759.123603217381,107.30001640013434,15.609828278027042,2744.5133159547618,107.06718961072747,16.695097391455572,2705.898597183948,99.74136831583687,16.780531678961076
344,2727.944169311598,106.11410988792132,15.75611200289473,2714.2323124202812,105.85721800635083,16.856467812433568,2678.0986422463457,98.53385450074055,16.943728737631986
345,2697.127629880502,104.89715629531752,15.900462574164587,2684.3058003373267,104.61515696337054,17.015875892705274,2650.615390295244,97.29556917381157,17.105164587069403
346,2666.679329992737,103.64963116473177,16.042831369911397,2654.739055189441,103.34148698357238,17.173268207530633,2623.4543838088116,96.0269879316,17.26477912417562
347,2636.604532459036,102.37202671039364,16.18316943600674,2625.537273352437,102.03670561531128,17.32859092374511,2596.6211098564654,94.72860297450548,17.422511625900196
348,2606.90841661254,101.06485194701422,16.321427485782767,2596.705570911611,100.70132758543309,17.48178979898257,2570.1209991365135,93.4009232348455,17.578300746805404
349,2577.5960770891406,99.72863281844771,16.45755589969595,2568.2489824789695,99.33588493119667,17.63281018089812,2543.959425013813,92.04447450492373,17.732084516631673
350,2548.67252260781,98.36391232635225,16.591504724990862,2540.1724600104385,97.9409271321956,17.78159700639095,2518.1417025574033,90.65979956509811,17.883800337862997
351,2520.1426747509317,96.97125065885119,16.723223675363943,2512.480871623088,96.51702124228021,17.92809480082719,2492.6730875781623,89.24745831184931,18.03338498329241
352,2492.011366744636,95.55122531919422,16.852662130627284,2485.1790004123536,95.06475202147949,18.072247677262766,2467.5587756664445,87.8080278858489,18.18077459358738
353,2464.2833422391295,94.10443125441833,16.979769136372365,2458.2715432692457,93.5847220679228,18.213999335666227,2442.8039012297345,86.3421028000275,18.32590467485526
354,2436.96325408903,92.63148098400927,17.10449340363386,2431.7631096975797,92.07755194976207,18.353293062141628,2418.4135365302905,84.85029506764327,18.468710096208735
355,2410.0556631337004,91.13300472856243,17.226783308553383,2405.6582206311855,90.5438803370935,18.49007172815134,2394.3926907227897,83.33323433034995,18.60912508733125
356,2383.5650369775763,89.60965053844404,17.346586892043256,2379.961307251134,88.9843641338795,18.62427778973893,2370.7463088919753,81.79156798626525,18.747083236042435
357,2357.495748770504,88.06208442245237,17.4638518594503,2354.67670980295,87.39967860987059,18.755853286751993,2347.4792710903025,80.22596131803905,18.882517485863545
358,2331.85207598807,86.4909904764787,17.57852558021957,2329.8086764138325,85.79051753252725,18.88473984206501,2324.5963913755863,78.63709762092165,19.015360133582902
359,2306.6381992119336,84.89707101216867,17.690555087558163,2305.3613619098765,84.15759329894198,19.010878660802195,2302.102416848647,77.02567833083205,19.14554282682132
360,2281.8582009101633,83.2810466855833,17.79988707809897,2281.3388266332904,82.50163706776105,19.13421052956035,2280.0020266909546,75.39242315242628,19.27299656159756
361,2257.516064217563,81.6436566258601,17.906467911564416,2257.745035259611,80.8233988911065,19.25467581563169,2258.299831202279,73.73807018716548,19.39765167989373
362,2233.6156717160106,79.98565856387432,18.010243610430297,2234.5838556149283,79.12364784649797,19.372214466226726,2237.0003708383338,72.06337606138439,19.51943786722076
363,2210.160804214789,78.30782896089993,18.111159859589474,2211.8590574931013,77.4031721687746,19.486766007697106,2216.1081152484217,70.3691160543593,19.638284150183797
364,2187.1551395309143,76.61096313727084,18.209162006015692,2189.5743114729753,75.66277938201694,19.59826954475843,2195.6274623130826,68.65608422637669,19.754118894047675
365,2164.602251269475,74.89587540104213,18.304195058427347,2167.733187735606,73.90329643146896,19.706663759713148,2175.562737181742,66.92509354680116,19.866869800302332
366,2142.505607603961,73.16339917665096,18.39620368695122,2146.3391548814716,72.12556981545976,19.81188691167338,2155.9181913103516,65.17697602214388,19.97646390422826
367,2120.8685700565966,71.41438713357792,18.48513222278628,2125.395578747698,70.33046571732564,19.913876835783768,2136.6980014990395,63.41258282413069,20.082827572461895
368,2099.6943922786745,69.64971131500806,18.570924657867444,2104.905721225273,68.5188701373319,20.012570942444338,2117.9062689297584,61.632784417770594,20.18588650056112
369,2078.9862188308857,67.87026326649203,18.653524644529348,2084.8727390762674,66.6916890245948,20.10790621653334,2099.5470182039267,59.83847068942374,20.285565710570662
370,2058.7470839636544,66.07695416460723,18.7328754951701,2065.2996827510538,64.84984840900336,20.19981921663009,2081.6241963800785,58.030551074869884,20.381789548587506
371,2038.9799103974708,64.27071494561896,18.808920181915077,2046.1894952055236,62.99429453314144,20.288246074237836,2064.141236734646,56.209889131243436,20.47449107662913
372,2019.6875081032215,62.45249643414153,18.881601336280664,2027.545010718309,61.125993984209465,20.37312249300659,2047.0997331969645,54.37710316948361,20.563640658252243
373,2000.872573082525,60.62326947179943,18.950861248838056,2009.3689537079997,59.24593382594644,20.454383747955994,2030.5007121961178,52.53275807751927,20.64921848588976
374,1982.5376861480624,58.78402504588842,19.01664186887699,1991.6639375503614,57.35512173055177,20.53196468469816,2014.3450619228875,50.67743024351529,20.731205293159515
375,1964.6853117039097,56.93577441803669,19.078884804069563,1974.4324633955566,55.454586110607224,20.605799718660528,1998.633530988935,48.81170762694039,20.809582360598014
376,1947.317796525872,55.079549252866,19.13753132013394,1957.6769189853612,53.545376250998814,20.675822834308676,1983.366727085975,46.936189829635104,20.884331521394103
377,1930.4370474615105,53.216316809682965,19.192531197643508,1941.3992472367538,51.6284770802955,20.741977129263176,1968.5451156449562,45.05148816687956,20.955435167122626
378,1914.0435533428083,51.34672165547852,19.243869679026634,1925.5999403430146,49.704549598312845,20.804243853292512,1954.1690184952367,43.158225738461475,21.02287625347815
379,1898.1373230389393,49.47133426399733,19.29154155797587,1910.2790046400733,47.77418071754368,20.862614485375634,1940.2386125237629,41.25703749974391,21.086638306008613
380,1882.7182016533638,47.590735112234036,19.335542423026805,1895.436285889373,45.83796778165544,20.917081296938502,1926.7539283342462,39.34857033273328,21.14670542584902
381,1867.7858690337912,45.705514737571654,19.375868664680205,1881.0714678170166,43.89651862553258,20.967637359114427,1913.7148489063427,37.4334831171471,21.20306229545514
382,1853.3398382821367,43.816273794919596,19.412517482524038,1867.1840706528992,41.95045163531885,21.01427655000439,1901.1211082548277,35.512446801482014,21.255694184337166
383,1839.3794542644862,41.92362311385223,19.445486892355685,1853.7734496698517,40.00039580845979,21.056993561937347,1888.9722900887764,33.58614447408156,21.30458695479342
384,1825.9038921210533,40.028183755746966,19.474775733303954,1840.8387937227776,38.046990813745,21.095783908730553,1877.2678264707376,31.65527143420406,21.34972706764402
385,1812.9121557761418,38.13058707092261,19.50038367495123,1828.3791237877922,36.09088705135048,21.13064393294985,1866.0069964759168,29.720535263090596,21.39110158796458
386,1800.403076448108,36.23147475577766,19.52231122445557,1816.3932915013638,34.132745712881146,21.16157081317006,1855.188924851349,27.782655895032793,21.42869819081987
387,1788.3753111593173,34.33149890992852,19.54055973367281,1804.8799776994497,32.17323884141301,21.1885625712352,1844.8125806750788,25.842365688440744,21.462505166997527
388,1776.8273412461065,32.431322093347816,19.555131406278647,1793.8376909566375,30.213049391535645,21.211618079518868,1834.876776015337,23.90040949691087,21.492511428741725
389,1765.757470868746,30.531617383502688,19.56602930489077,1783.264766125284,28.252871289394566,21.23073706818454,1825.3801645897183,21.957544740293834,21.51870651548685
390,1755.163825521397,28.63306843249302,19.573257358190958,1773.159362874652,26.293409492733524,21.245920132445875,1816.3212404243604,20.014541475762403,21.54108059959122
391,1745.0443505420778,26.736369524189794,19.576820368047176,1763.519464230054,24.335380050936955,21.257168739827062,1807.698336513119,18.07218246887929,21.55962449207069
392,1735.3968096226165,24.84222563137328,19.57672401663568,1754.342875111985,22.379510165072254,21.264485237423084,1799.5096234767482,16.131263264665122,21.574329648332437
393,1726.2187833186194,22.951352472871363,19.57297487356312,1745.6272208752682,20.42653824793222,21.26787285916009,1791.753108222075,14.192592258666242,21.585188173908573
394,1717.5076675594255,21.064476570697828,19.565580402988655,1737.369945848189,18.477213984077366,21.26733573305568,1784.4266326011805,12.256990768022641,21.59219283018986
395,1709.2606721580707,19.182335307190613,19.55454897074605,1729.568311871637,16.532298389878317,21.26287888847923,1777.5278720705746,10.325293102535811,21.595337040159368
396,1701.4748193212483,17.305676982150093,19.539889851465773,1722.2193968382435,14.592563873558174,21.254508263412195,1771.0543343503757,8.398346635736637,21.594614894126185
397,1694.1469421592665,15.435260869977363,19.521613235697103,1715.3200932315217,12.658794295234836,21.24223071170846,1765.0033580834859,6.477011875953266,21.590021155459098
398,1687.273683196013,13.57185727681251,19.49973023703025,1708.867106665005,10.731785026963427,21.226054010354606,1759.3721114947712,4.562162537379013,21.581551266320243
399,1680.8514928789116,11.716247597672899,19.474252899218424,1702.8569544213858,8.812343012778626,21.205986866730267,1754.1575910502377,2.654685611140226,21.56920135339885
400,1674.8766280888872,9.869224373591456,19.445194203299973,1697.2859639916564,6.90128682873703,21.18203892586843,1749.3566201162096,0.755481436364162,21.552968233644847
401,1669.3451506503231,8.03159134875492,19.41256807472048,1692.150271614246,4.999446742959534,21.15422077771576,1744.965847618507,-1.1345362287531067,21.532849420002638
402,1664.252925841023,6.204163527642151,19.37638939045485,1687.4458208141614,3.1076647756736926,21.122543964392907,1740.9817467016228,-3.0144401358788637,21.508843127144694
403,1659.5956209021688,4.387767232162369,19.33667398612942,1683.1683609421239,1.2267947592560575,21.087020987454814,1737.4006133879009,-4.883289475475795,21.480948277205293
404,1655.368703548287,2.583240158793481,19.293438663144077,1679.313445713711,-0.6422976017254032,21.047665315151047,1734.2185652367134,-6.740129805734168,21.4491645055142
405,1651.5674404772046,0.7914314357203287,19.24670119579435,1675.8764317484947,-2.4987346704689872,21.00449138968613,1731.4315400036396,-8.583992981503913,21.413492166330332
406,1648.1868958800103,-0.9867983200270376,19.196480338393524,1672.8524771091786,-4.341626817896868,20.957514634479807,1729.0352942996415,-10.413897083226763,21.373932338575443
407,1645.2219299510155,-2.7505769454350504,19.142795832394707,1670.2365398407396,-6.170072362612736,20.906751461427415,1727.0254022502427,-12.228846345868359,21.330486831567825
408,1642.6671973977166,-4.499020674368408,19.085668413513,1668.0233765095659,-7.983157510859459,20.852219278160163,1725.3972541547066,-14.027831087850394,21.283158190755977
409,1640.5171459507533,-6.231234080431722,19.02511981884755,1666.2075407425966,-9.779956296476664,20.793936495305477,1724.1460551452117,-15.809827639982691,21.231949703452297
410,1638.76601487387,-7.946310019831287,18.96117279400366,1664.7833817664598,-11.559530520858416,20.731922533747284,1723.2671426272007,-17.573902916611786,21.17687051040682
411,1637.4078334738767,-9.643329574236796,18.893851100214903,1663.7450429466112,-13.320929692910836,20.66619783188635,1722.7569537223026,-19.319532354801034,21.117951128313415
412,1636.4364196106087,-11.321361993643048,18.82317952146523,1663.0864603264765,-15.063190969009732,20.596783852900597,1722.6120894565809,-21.04629309644432,21.05522848835097
413,1635.8453782068882,-12.979464639231681,18.749183871611073,1662.8013611665858,-16.78533909295825,20.523703092005405,1722.8289979642655,-22.753760366673742,20.988740889344268
414,1635.6280997584852,-14.616682926232908,18.671891001503422,1662.883262483718,-18.4863863359445,20.44697908371394,1723.4039733739398,-24.44150747730996,20.91852800713366
415,1635.777758844076,-16.232050266787212,18.59132880610997,1663.3254695900332,-20.165332436499185,20.366636409097467,1724.3331546947338,-26.109105830312515,20.84463090394478
416,1636.2878559248863,-17.82469691506865,18.507529266216704,1664.121600802302,-21.821276054304555,20.28270446456159,1725.6125247025095,-27.756124921230207,20.767092037758157
417,1637.1538666194456,-19.39418080547983,18.420537676003125,1665.2671847285985,-23.453753540700244,20.195228898328015,1727.2379088260523,-29.38213234265141,20.68595527167895
418,1638.3716470812053,-20.940168152588946,18.33040375162103,1666.7581158762807,-25.062411877540065,20.104260587496988,1729.2049740332593,-30.986693787654428,20.601265883306557
419,1639.936894799789,-22.462325610433968,18.23717863490994,1668.5901324261497,-26.646898248830063,20.00985192243205,1731.5092277173303,-32.569373053257806,20.513070574104354
420,1641.8451474867766,-23.960320290717984,18.140914902618423,1670.7588151355756,-28.206860057826347,19.91205681662238,1734.1460165829546,-34.12973204387074,20.42141747876933
421,1644.09178196149,-25.433819781004537,18.041666575625364,1673.259586241613,-29.74194494413291,19.810930716545194,1737.1105255325022,-35.66733077474336,20.32635617460177
422,1646.6720130367728,-26.882492162912925,17.939489128161256,1676.087708364121,-31.251800800799447,19.706530611528088,1740.3977765522131,-37.18172737541708,20.22793769087494
423,1649.5808924047763,-28.30600603031357,17.834439497029475,1679.2382834088837,-32.73607579141915,19.598915043611374,1744.0026275983855,-38.67247809317501,20.12621451820474
424,1652.8133075227433,-29.7040305075233,17.726576090827606,1682.7062514707304,-34.19441836722659,19.488144117410478,1747.9197714835668,-40.13913729649217,20.021240617919418
425,1656.3639804987893,-31.076235267500717,17.61595879916867,1686.486389736652,-35.626477284195445,19.37427950997829,1752.1437347627395,-41.58125747848594,19.913071431429174
426,1660.2274669776893,-32.42229055004151,17.50264900190247,1690.573311388923,-37.03190162013644,19.25738448066751,1756.668876619515,-42.998389260366395,19.80176388959592
427,1664.3981550266599,-33.741867179973795,17.386709578336845,1694.9614645082222,-38.41034079179505,19.137523880993033,1761.4893877523202,-44.390081394886565,19.687376422102894
428,1668.8702640211404,-35.0346365853534,17.268204916458956,1699.6451309767474,-39.761444571949376,19.014764164494284,1766.599289260586,-45.75588076979289,19.56996896682436
429,1673.6378435305808,-36.300270815659246,17.14720092215659,1704.618425381341,-41.08486310650797,18.889173396597595,1771.992431530942,-47.095332411275464,19.44960297919527
430,1678.6947722042232,-37.53844255998869,17.02376502843945,1709.8752939166047,-42.380246931607644,18.760821264478583,1777.6624931233955,-48.407979487418466,19.326341441580944
431,1684.0347566568844,-38.74882516525275,16.89796620466041,1715.40951328802,-43.64724699071126,18.629779086924458,1783.6029796575326,-49.69336331165042,19.20024887264675
432,1689.6513303547404,-39.93109265437158,16.769874965736836,1721.2146896150712,-44.885514651705634,18.496119824196445,1789.8072226987008,-50.95102334619459,19.07139133672777
433,1695.5378525011108,-41.084919744469666,16.639563381371868,1727.2842573343585,-46.09470172399924,18.3599180878921,1796.268378644197,-52.18049720551932,18.93983645319848
434,1701.6875069222413,-42.20998186507124,16.507105085275693,1733.6114781027256,-47.27446047562013,18.221250150807705,1802.979427609462,-53.38132065978836,18.805653405842424
435,1708.0933009530875,-43.305955176295576,16.372575284386848,1740.18943970037,-48.42444365031371,18.0801939568006,1809.9331723142661,-54.55302763831121,18.668912952221877
436,1714.7480643230983,-44.37251658705233,16.236050768093474,1747.011054933971,-49.54430448464055,17.936829130651553,1817.1222369688999,-55.69515023299347,18.52968743304754
437,1721.6444480419996,-45.409343773236834,16.097609917454665,1754.069060539803,-50.63369672507422,17.79123698792714,1824.5390661603635,-56.80721870178719,18.388050781548195
438,1728.7749232855779,-46.4161151959255,15.9573327144217,1761.3560160868594,-51.69227464509912,17.643500544842073,1832.175923738554,-57.888761472141205,18.244078532840405
439,1736.1317802814644,-47.39251011957106,15.815300751059343,1768.8643028799686,-52.71969306230829,17.493704528121594,1840.0248917024585,-58.939305144451474,18.09784783329814
440,1743.7071271949173,-48.33820863019794,15.671597238767154,1776.5861228629155,-53.7156073555012,17.341935384863813,1848.0778690863397,-59.95837449551139,17.949437449922513
441,1751.4928890146064,-49.25289165359761,15.526307017500748,1784.5134975215603,-54.67967348178162,17.18828129240207,1856.326570845927,-60.94549248196223,17.79892777971141
442,1759.4808064383963,-50.13624097352388,15.379516564993093,1792.6382667869598,-55.61154799365542,17.032832168167317,1864.762526744606,-61.90018024374339,17.646400859029182
443,1767.66243475913,-50.98793924988823,15.2313140059758,1800.9520879384834,-56.51088805612838,16.875679679550448,1873.3770802396077,-62.82195710754277,17.49194037297632
444,1776.0291427504126,-51.80767003695512,15.081789121400412,1809.4464345069343,-57.37735146380402,16.716917253764695,1882.1613873681956,-63.7103405902471,17.33563166475911
445,1784.572111552395,-52.595117801537434,14.93103335765968,1818.112595177672,-58.21059665798142,16.55664008770795,1891.10641563386,-64.5648464023923,17.177561745059357
446,1793.2823335575556,-53.349967941191586,14.779139835808865,1826.9416726937256,-59.010282743752995,16.394945157825166,1900.2029428925011,-65.38498845161382,17.01781930140398
447,1802.150611296487,-54.07190680241309,14.62620336078701,1835.9245827589193,-59.77606950710245,16.231931229970687,1909.441556238624,-66.17027884609702,16.856494707534768
448,1811.1675563236781,-54.76062169883174,14.47232043063824,1845.0520529409885,-60.507617432002405,16.067698869270618,1918.8126508915236,-66.92022789802738,16.693680032778
449,1820.3235881032967,-55.415800929406984,14.317589245733044,1854.3146215746995,-61.20458771751239,15.902350449985207,1928.3073336850043,-67.6344293861016,16.529465426754296
450,1829.6089328949738,-56.03713379662324,14.162109717989557,1863.7026366649704,-61.866642294876534,15.735990165371154,1937.9201679994646,-68.31281937434427,16.363928125604833
451,1839.0136226395878,-56.62431062468522,14.005983480094864,1873.206254789989,-62.49344384462149,15.56872403754404,1947.6465154910718,-68.95542577798632,16.197143108335233
452,1848.527493845048,-57.17702277771333,13.84931389472627,1882.8154400043356,-63.0846558136542,15.400659927340637,1957.4816389436426,-69.56228391550565,16.029186696509008
453,1858.140186472077,-57.69496267793887,13.692206063772591,1892.5199627420961,-63.63994243235968,15.231907544181286,1967.4207016920916,-70.13343656271375,15.860136561464534
454,1867.8411428199945,-58.17782382389948,13.534766837555456,1902.3093987199884,-64.15896873169893,15.062578455932256,1977.4587670458718,-70.66893400684266,15.690071731531972
455,1877.620688327352,-58.62537533256142,13.377098392099452,1912.1741893031378,-64.64147873706523,14.892779750145584,1987.5907977124248,-71.1688341006315,15.519072599250226
456,1887.4733142476168,-59.03768814991751,13.219278716321618,1922.1088621223355,-65.08753276473047,14.722594774805545,1997.8116552206172,-71.63320231641345,15.347220928583878
457,1897.394497651373,-59.414916102885364,13.061380519619643,1932.1089111862225,-65.49727773989147,14.55210180172184,2008.1160993441922,-72.06211180020226,15.174599862140138
458,1907.379628503053,-59.75722208967827,12.903477612965606,1942.1697442365069,-65.87086976723178,14.381380325714158,2018.4987875252123,-72.45564342577929,15.00129392838579
459,1917.424009172467,-60.06477814110291,12.74564491440723,1952.286682265005,-66.20847419323458,14.210511070802712,2028.9542742975013,-72.81388584877998,14.827389048864134
460,1927.5228539463328,-60.337765481856934,12.587958454569115,1962.4549590306742,-66.51026566849531,14.039575996398716,2039.477010710092,-73.13693556078081,14.652972545411917
461,1937.671288539804,-60.57637459182667,12.430495382153989,1972.6697205766516,-66.77642821003471,13.868658303494936,2050.06134375067,-73.42489694338602,14.478133147376306
462,1947.8643496080015,-60.78080526738478,12.27333396944396,1982.9260247472907,-67.00715526361157,13.697842440856192,2060.7015157690157,-73.67788232231422,14.302960998831798
463,1958.0969842575412,-60.9512666826879,12.116553617801758,1993.2188407051954,-67.20264976603552,13.52721411120986,2071.391663900454,-73.89601202148539,14.127547665797197
464,1968.364049558066,-61.08797745097435,11.96023486317198,2003.5430484482606,-67.36312420747996,13.3568602774364,2082.125819489294,-74.07941441710739,13.951986143452517
465,1978.6603120537736,-61.1911656858617,11.804459381582332,2013.8934383267056,-67.48880069379483,13.186869168759873,2092.8979075122757,-74.22822599176294,13.776370863355984
466,1988.9804472749458,-61.2610690626445,11.649309994644886,2024.2647105601118,-67.5799110088194,13.01733028693844,2103.7017460020143,-74.34259138849619,13.600797700660916
467,1999.3190392494796,-61.29793487959195,11.494870675057326,2034.6514747544604,-67.63669667669525,12.848334412454905,2114.5310454704445,-74.4226634648996,13.42536398133272
468,2009.6705800144143,-61.302020119245434,11.34122655210417,2045.0482494191658,-67.65940902417896,12.679973610707187,2125.3794083322664,-74.46860334720057,13.250168489365802
